Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI
26,Male,59.3,1.71,183,113,60,0.98,405.5,Cardio,29.7,2.31,2,1,20.28
54,Female,67.9,1.55,193,133,57,0.6,137.5,Yoga,33.1,1.34,3,2,28.26
37,Male,61.0,1.8,193,146,56,0.99,421.7,Cardio,22.6,2.13,3,3,18.83
43,Male,84.3,1.81,176,121,74,0.9,388.6,Strength,22.9,2.16,2,2,25.73
46,Female,63.8,1.63,195,127,59,0.86,314.3,Strength,25.7,1.72,3,1,24.01
18,Male,65.0,1.67,182,147,65,1.15,178.3,Yoga,15.0,2.35,5,3,23.31
52,Male,92.9,1.74,191,152,57,0.68,536.0,Cardio,27.2,1.22,2,1,30.68
23,Male,106.2,1.85,177,107,57,0.93,492.8,Strength,26.9,2.02,3,2,31.03
54,Male,67.7,1.7,192,120,59,1.28,271.3,Yoga,14.8,2.69,4,3,23.43
22,Male,71.7,1.78,174,113,65,0.76,309.6,Strength,12.8,1.92,4,2,22.63
50,Male,56.9,1.78,181,114,57,0.56,180.0,Strength,11.7,1.62,4,1,17.96
31,Female,55.4,1.52,182,152,67,1.09,499.3,Cardio,32.7,2.13,3,1,23.98
29,Male,111.2,1.87,198,143,62,0.83,723.2,HIIT,20.3,2.03,4,1,31.8
59,Male,81.2,1.86,189,139,74,1.15,696.8,Cardio,17.8,2.46,2,2,23.47
37,Female,65.5,1.56,183,153,64,0.76,351.7,Cardio,25.2,1.99,2,1,26.91
41,Male,47.1,1.6,197,140,56,1.22,343.5,Strength,17.2,2.46,6,3,18.4
51,Female,57.0,1.6,187,139,58,1.34,427.7,Strength,19.3,2.33,3,3,22.27
42,Male,80.1,1.76,196,136,72,1.4,333.4,Yoga,18.8,2.12,4,3,25.86
46,Male,72.3,1.72,193,137,73,0.92,151.3,Yoga,31.8,1.63,3,1,24.44
56,Male,97.5,1.89,194,141,58,0.97,824.2,HIIT,8.1,2.19,4,2,27.29
48,Male,66.1,1.75,189,123,74,1.44,981.9,HIIT,18.1,1.62,4,3,21.58
40,Male,55.1,1.8,173,117,63,0.76,400.6,HIIT,23.7,1.43,3,3,17.01
55,Male,89.3,1.77,190,126,70,0.93,647.2,Cardio,18.7,1.64,4,1,28.5
37,Male,60.6,1.73,187,112,60,0.66,345.9,HIIT,12.2,2.11,1,1,20.25
40,Male,68.3,1.62,176,127,58,0.86,393.7,Cardio,21.1,1.57,3,1,26.02
33,Male,78.1,1.74,184,135,63,0.87,409.6,Strength,10.3,2.16,3,2,25.8
59,Male,68.0,1.98,190,133,67,0.73,370.6,HIIT,24.0,1.63,5,2,17.35
25,Male,77.7,1.66,175,118,63,1.32,545.4,Strength,17.5,2.25,3,3,28.2
38,Male,57.0,1.62,185,139,60,0.45,80.0,Yoga,16.5,1.75,5,1,21.72
18,Female,54.5,1.5,189,125,73,0.67,303.8,Cardio,27.5,1.85,3,1,24.22
25,Male,73.1,1.8,193,141,68,0.59,256.8,Strength,14.0,1.66,3,1,22.56
46,Female,88.1,1.7,177,141,69,0.71,436.8,Cardio,25.5,1.46,2,1,30.48
49,Female,75.2,1.6,197,121,57,0.91,396.0,Strength,12.7,2.05,2,1,29.37
55,Male,47.8,1.69,190,146,59,0.9,375.1,HIIT,32.3,2.21,3,2,16.74
22,Female,83.5,1.59,185,147,72,1.06,535.9,Strength,36.8,2.34,5,2,33.03
39,Female,59.4,1.67,197,122,68,1.15,507.1,Cardio,29.9,2.21,4,2,21.3
51,Male,117.0,1.9,191,119,70,0.63,606.5,Cardio,25.1,1.96,3,1,32.41
18,Male,64.1,1.67,185,155,68,0.63,283.1,Cardio,14.4,1.65,3,1,22.98
43,Female,59.4,1.62,172,114,63,1.27,469.3,Strength,31.6,2.4,4,2,22.63
27,Female,60.4,1.62,186,149,69,1.23,226.5,Yoga,22.5,2.36,3,3,23.01
47,Male,69.4,1.76,178,131,61,0.85,401.9,Cardio,21.4,1.92,5,1,22.4
35,Male,104.4,1.75,194,130,68,1.35,1372.5,HIIT,28.1,2.32,4,3,34.09
34,Male,64.5,1.65,172,110,60,0.51,151.1,Yoga,15.4,1.8,2,1,23.69
43,Male,75.5,1.82,189,138,69,1.1,472.1,Strength,17.7,2.3,6,3,22.79
25,Female,59.2,1.56,198,141,74,1.33,739.3,HIIT,33.2,1.83,6,3,24.33
57,Male,56.1,1.67,176,135,62,0.34,128.4,HIIT,9.2,1.23,3,1,20.12
29,Male,99.6,1.81,187,150,56,0.96,654.8,Cardio,8.0,1.62,3,2,30.4
44,Female,50.5,1.67,181,143,62,0.58,258.0,Cardio,27.7,1.71,3,1,18.11
25,Male,66.7,1.76,188,121,55,1.47,714.5,Cardio,26.6,2.52,5,3,21.53
42,Male,92.9,1.83,185,152,71,0.82,222.3,Yoga,17.4,1.32,3,1,27.74
21,Female,67.4,1.67,191,155,73,1.24,239.2,Yoga,20.7,2.27,2,2,24.17
50,Female,66.2,1.59,196,158,59,0.99,595.9,HIIT,27.0,2.45,5,2,26.19
18,Male,88.1,1.71,193,141,74,1.23,779.3,Cardio,25.5,2.32,5,3,30.13
36,Male,92.8,1.82,186,148,70,0.69,275.5,Strength,11.8,1.31,2,1,28.02
48,Male,76.0,1.76,189,139,61,0.9,555.0,Cardio,16.5,2.2,3,2,24.54
33,Male,113.2,1.87,184,124,61,1.29,1059.5,Cardio,14.4,2.35,3,1,32.37
31,Male,65.1,1.74,170,145,72,0.91,403.3,Strength,8.0,1.94,1,1,21.5
22,Male,70.6,1.73,171,113,72,0.79,96.8,Yoga,17.1,2.03,4,2,23.59
58,Male,69.8,1.71,177,111,56,1.28,197.4,Yoga,19.6,1.85,3,1,23.87
43,Male,73.1,1.76,191,156,69,0.67,429.8,HIIT,15.3,1.92,4,1,23.6
45,Male,62.5,1.78,194,121,68,1.31,635.6,Cardio,18.4,2.43,5,3,19.73
19,Male,56.0,1.78,171,142,72,0.94,334.7,Cardio,18.5,1.86,1,1,17.67
23,Male,80.4,1.77,188,144,63,0.69,258.7,Strength,19.2,1.77,2,2,25.66
26,Male,69.6,1.8,178,113,68,0.58,378.2,HIIT,13.7,1.68,2,1,21.48
50,Male,94.7,1.73,178,124,59,1.08,908.0,HIIT,13.3,2.01,2,1,31.64
58,Female,63.0,1.63,182,143,65,0.71,271.0,Strength,45.0,1.68,2,1,23.71
42,Female,60.3,1.62,175,130,62,1.2,391.4,Strength,35.1,1.99,4,2,22.98
30,Female,80.1,1.68,199,161,59,0.91,546.5,Cardio,40.2,2.2,3,2,28.38
26,Female,68.9,1.64,184,149,65,0.73,421.1,Cardio,26.5,1.42,3,1,25.62
30,Male,61.1,1.62,188,126,59,1.11,329.2,Strength,19.8,2.22,2,1,23.28
48,Male,71.8,1.83,190,122,71,1.34,748.4,Cardio,9.0,2.46,5,3,21.44
58,Male,136.5,1.88,184,150,58,0.68,449.0,Strength,21.1,1.5,2,1,38.62
28,Female,66.8,1.62,187,138,69,1.11,246.8,Yoga,32.5,2.14,6,3,25.45
21,Female,76.2,1.64,176,117,73,0.63,324.2,Strength,22.7,1.6,3,1,28.33
51,Male,58.9,1.72,195,151,56,1.25,515.4,Cardio,18.2,2.59,4,2,19.91
55,Male,69.5,1.79,180,148,71,0.9,481.5,Cardio,14.7,1.98,2,1,21.69
21,Male,90.5,1.67,177,135,66,1.02,494.8,Strength,17.2,2.55,3,3,32.45
55,Male,89.6,1.74,175,129,71,1.02,532.6,Strength,16.0,2.51,5,2,29.59
36,Female,77.3,1.73,177,135,64,0.74,228.4,Strength,27.2,2.04,2,1,25.83
23,Female,51.9,1.52,171,136,72,0.81,240.7,Strength,32.7,2.63,3,1,22.46
51,Male,73.1,1.78,188,155,73,0.88,374.2,Strength,20.3,1.56,4,2,23.07
35,Female,55.9,1.62,185,155,72,1.22,667.6,HIIT,20.9,2.67,3,2,21.3
30,Female,49.6,1.6,176,130,67,0.75,244.3,Strength,38.0,1.87,4,1,19.37
58,Male,80.0,1.7,179,143,68,0.82,584.0,HIIT,23.5,1.95,1,1,27.68
40,Male,77.4,1.72,181,152,70,1.09,480.8,Strength,24.7,2.02,6,3,26.16
36,Male,77.9,1.7,186,124,72,0.6,282.7,Cardio,19.6,1.42,3,1,26.96
28,Male,69.4,1.75,176,114,72,1.53,657.3,Strength,21.4,2.59,3,2,22.66
18,Male,74.9,1.73,191,155,70,1.36,595.2,Strength,17.9,1.94,3,2,25.03
41,Male,69.0,1.76,177,121,71,1.24,182.2,Yoga,25.4,2.07,2,3,22.28
24,Male,70.6,1.83,176,109,61,1.56,1001.1,HIIT,17.1,2.27,4,3,21.08
42,Male,90.7,1.72,173,115,66,1.49,418.3,Yoga,22.9,2.69,4,3,30.66
38,Female,57.3,1.53,172,118,56,0.62,80.0,Yoga,36.7,1.85,3,1,24.48
32,Male,75.2,1.7,188,123,64,1.11,468.9,Strength,27.5,1.43,6,3,26.02
18,Male,87.6,1.79,184,122,59,0.88,394.5,Strength,26.2,1.76,5,1,27.34
29,Male,79.5,1.8,173,143,57,1.05,408.9,Strength,13.9,1.66,4,2,24.54
24,Female,69.6,1.67,194,151,73,0.92,167.6,Yoga,29.0,2.2,4,2,24.96
32,Male,66.5,1.84,178,139,67,0.89,539.5,HIIT,24.0,1.68,2,1,19.64
38,Male,61.8,1.74,182,116,66,0.96,469.4,Cardio,21.8,1.89,3,3,20.41
36,Female,55.0,1.65,187,142,57,0.77,383.9,HIIT,23.4,2.49,2,1,20.2
46,Female,71.1,1.64,190,146,60,0.75,426.0,Cardio,36.0,2.14,3,2,26.44
42,Female,65.3,1.64,185,142,68,0.76,302.4,Strength,25.2,1.61,4,2,24.28
50,Male,72.2,1.88,170,112,58,0.86,411.0,Cardio,17.8,2.26,4,2,20.43
49,Male,76.1,1.7,173,125,67,0.82,587.3,HIIT,27.7,1.78,3,1,26.33
52,Female,66.2,1.59,187,152,73,0.61,147.9,Yoga,28.0,2.11,2,1,26.19
55,Female,49.7,1.53,177,139,72,1.01,435.4,Cardio,21.8,1.98,3,3,21.23
43,Female,59.6,1.58,189,144,57,0.85,385.5,Cardio,31.5,1.72,1,1,23.87
28,Female,73.0,1.67,185,141,74,1.3,642.0,Cardio,34.8,1.96,2,2,26.18
52,Male,71.2,1.86,190,132,60,0.88,541.7,HIIT,8.0,2.11,2,1,20.58
25,Female,66.4,1.59,180,143,70,1.36,429.0,Strength,19.0,2.59,4,2,26.26
31,Male,82.6,1.81,189,123,74,1.53,941.2,Cardio,24.0,2.53,5,3,25.21
27,Male,57.8,1.7,190,142,57,0.9,445.2,Cardio,19.9,1.91,4,2,20.0
19,Male,66.9,1.64,190,159,66,1.13,325.5,Strength,13.5,1.64,3,2,24.87
26,Male,82.5,1.8,190,152,73,0.73,506.6,Cardio,30.9,1.75,4,1,25.46
20,Male,71.2,1.82,196,135,73,1.21,795.3,HIIT,18.0,1.85,3,2,21.49
38,Male,71.5,1.81,188,123,58,0.73,337.2,Cardio,21.5,2.35,3,1,21.82
43,Female,53.0,1.63,192,142,55,0.59,291.7,HIIT,26.3,1.73,1,1,19.95
25,Male,62.7,1.68,188,150,56,1.02,424.2,Cardio,11.9,2.2,1,1,22.22
19,Female,57.5,1.55,187,139,67,1.06,357.2,Strength,27.3,2.03,5,2,23.93
23,Male,69.1,1.78,188,138,67,0.87,440.5,Cardio,11.0,2.15,3,2,21.81
45,Male,54.7,1.74,180,113,56,0.65,333.2,HIIT,21.4,2.11,2,1,18.07
46,Male,64.3,1.74,172,137,73,0.62,82.8,Yoga,21.4,2.57,4,1,21.24
43,Male,69.2,1.76,177,139,70,0.55,83.2,Yoga,13.3,1.69,4,1,22.34
42,Male,90.3,1.82,189,157,66,1.15,598.6,Strength,12.2,2.5,4,3,27.26
29,Male,81.7,1.76,188,122,55,1.07,466.9,Strength,15.4,2.23,4,2,26.38
22,Male,89.6,1.81,179,140,63,0.76,618.8,HIIT,16.2,1.78,3,1,27.35
51,Female,61.5,1.71,185,134,71,0.66,383.4,HIIT,21.4,1.74,1,1,21.03
54,Male,74.4,1.74,174,130,64,1.55,831.3,Cardio,13.2,2.57,3,3,24.57
32,Female,39.9,1.58,189,152,72,0.35,171.9,HIIT,29.3,1.62,3,1,15.98
53,Male,82.4,1.79,178,123,73,1.31,594.0,Strength,31.9,2.32,4,3,25.72
32,Female,66.9,1.59,177,121,61,0.72,342.3,Cardio,27.5,2.13,3,1,26.46
40,Female,60.0,1.63,180,145,73,1.06,438.1,Cardio,33.2,2.88,5,3,22.58
23,Female,75.4,1.73,185,139,69,1.32,766.7,Cardio,18.4,2.3,6,3,25.19
38,Male,55.6,1.76,176,112,63,0.96,269.1,Strength,26.9,1.74,2,2,17.95
40,Male,60.8,1.71,184,130,64,1.0,493.2,Cardio,18.2,2.22,3,1,20.79
33,Male,77.3,1.69,193,146,74,0.92,524.7,Cardio,21.5,1.91,2,1,27.06
32,Female,72.6,1.67,198,163,74,1.13,705.0,Cardio,27.6,2.75,2,1,26.03
42,Female,53.7,1.55,190,120,58,0.9,242.8,Strength,33.7,1.89,3,2,22.35
53,Female,63.8,1.53,189,148,60,1.03,642.4,HIIT,32.2,2.12,3,1,27.25
28,Male,71.8,1.71,192,118,58,0.52,228.4,Strength,13.8,2.0,3,1,24.55
32,Female,54.9,1.58,186,121,59,0.98,371.4,Cardio,33.4,2.24,4,2,21.99
21,Female,57.4,1.57,175,117,63,0.91,401.5,Cardio,31.2,2.46,4,2,23.29
38,Male,63.3,1.69,184,149,66,0.87,184.2,Yoga,29.0,2.22,2,1,22.16
30,Male,70.3,1.91,177,116,62,0.87,327.5,Strength,13.5,2.72,2,1,19.27
39,Female,76.2,1.62,176,138,59,1.07,471.4,Strength,28.0,2.28,4,3,29.04
36,Female,56.3,1.61,171,125,65,1.13,510.0,Cardio,29.3,2.57,3,2,21.72
51,Female,49.7,1.55,199,165,65,0.92,432.0,HIIT,20.8,1.91,4,2,20.69
31,Male,54.1,1.74,182,147,67,0.84,236.4,Strength,21.4,2.6,4,2,17.87
21,Female,43.0,1.64,199,154,68,0.75,215.9,Cardio,26.5,1.85,1,1,15.99
44,Male,84.0,1.77,192,154,62,0.45,271.9,Cardio,19.5,2.22,2,1,26.81
46,Male,77.6,1.69,198,150,72,0.94,450.9,Strength,26.1,2.33,2,1,27.17
45,Male,86.1,1.73,175,144,73,1.24,930.7,HIIT,18.1,2.26,4,3,28.77
52,Female,65.3,1.67,198,131,66,0.99,209.6,Yoga,29.4,2.54,2,2,23.41
25,Female,58.9,1.61,174,113,66,0.73,177.1,Strength,30.9,1.93,2,1,22.72
33,Male,74.4,1.84,189,144,72,1.58,1081.8,HIIT,14.7,2.86,3,3,21.98
59,Male,63.8,1.69,170,123,64,1.05,518.1,Cardio,14.2,2.24,3,1,22.34
53,Female,75.7,1.63,198,136,61,1.52,722.2,Strength,35.9,2.3,4,3,28.49
47,Male,75.7,1.78,187,139,72,1.23,875.0,HIIT,8.0,2.33,4,3,23.89
35,Female,58.2,1.51,184,128,66,0.53,208.7,Cardio,23.3,1.83,1,1,25.53
19,Male,74.5,1.83,192,145,68,0.75,106.2,Yoga,19.0,1.82,2,1,22.25
30,Male,93.8,1.79,179,114,69,1.06,745.0,Cardio,25.7,2.21,3,2,29.27
21,Male,53.1,1.8,172,145,70,1.16,330.1,Strength,23.6,2.32,5,2,16.39
43,Male,57.9,1.74,174,141,56,1.06,355.3,Strength,20.3,1.4,4,2,19.12
42,Female,67.0,1.62,193,160,72,1.04,359.4,Strength,27.3,2.27,4,3,25.53
47,Male,90.7,1.71,198,136,66,0.89,719.6,HIIT,13.9,2.26,4,2,31.02
28,Male,69.1,1.73,182,136,70,0.62,244.1,Cardio,16.1,2.31,3,1,23.09
24,Female,52.2,1.59,177,148,67,0.86,362.2,HIIT,27.2,1.65,2,1,20.65
48,Male,80.0,1.69,191,158,74,1.11,447.3,Strength,30.6,1.86,2,2,28.01
27,Male,78.4,1.76,190,152,71,0.89,423.7,Strength,22.0,2.1,1,1,25.31
56,Female,70.1,1.55,198,140,72,1.06,189.8,Yoga,23.4,1.92,5,2,29.18
30,Female,41.3,1.48,171,125,57,0.34,181.5,HIIT,30.7,1.35,2,1,18.86
48,Male,92.4,1.79,178,141,64,0.4,236.6,Cardio,17.4,1.62,3,1,28.84
24,Female,42.8,1.55,186,120,55,0.72,361.2,HIIT,28.5,1.82,2,1,17.81
59,Female,55.6,1.56,196,144,60,1.02,335.2,Cardio,32.9,1.81,2,2,22.85
59,Male,79.5,1.76,187,147,57,1.0,596.2,Cardio,19.7,1.79,1,1,25.67
53,Male,69.0,1.67,182,144,73,1.02,393.7,Strength,28.1,2.08,2,2,24.74
37,Female,67.9,1.55,170,122,58,0.8,114.5,Yoga,32.0,1.55,4,2,28.26
21,Female,37.1,1.49,181,139,74,1.13,283.4,Cardio,36.3,1.74,5,2,16.71
24,Male,76.1,1.76,189,155,57,1.0,674.4,HIIT,25.4,2.12,4,2,24.57
18,Female,80.3,1.67,189,140,62,0.67,402.0,Cardio,26.9,2.35,1,1,28.79
59,Female,62.0,1.6,190,148,62,0.68,342.0,HIIT,33.5,2.13,4,2,24.22
30,Male,63.7,1.81,174,135,61,0.77,290.3,Strength,30.0,2.33,4,1,19.44
39,Male,79.1,1.68,177,134,56,1.05,752.3,HIIT,21.6,1.59,4,2,28.03
38,Male,73.3,1.85,196,148,60,0.55,324.9,Cardio,15.2,1.41,2,1,21.42
39,Female,48.5,1.53,184,134,70,1.15,467.5,HIIT,33.6,2.19,3,2,20.72
45,Male,53.7,1.63,196,139,64,1.38,205.9,Yoga,21.3,2.58,4,3,20.21
26,Female,53.6,1.52,172,122,58,1.01,544.9,HIIT,36.5,2.3,5,2,23.2
43,Female,66.5,1.64,175,111,67,1.0,334.3,Strength,20.2,1.7,4,2,24.72
26,Female,49.1,1.61,197,128,64,1.19,119.6,Yoga,30.0,2.55,3,2,18.94
32,Male,61.9,1.77,182,120,68,0.82,344.6,Cardio,20.4,1.97,2,1,19.76
27,Female,56.4,1.63,181,147,63,1.11,492.4,HIIT,30.5,2.4,4,3,21.23
41,Male,61.1,1.74,188,126,65,0.71,197.1,Yoga,25.1,1.74,1,1,20.18
59,Female,65.7,1.65,198,129,72,1.36,639.7,Cardio,26.3,1.85,6,3,24.13
25,Male,71.0,1.67,187,119,65,0.59,222.5,Strength,13.1,2.11,3,2,25.46
41,Male,73.7,1.72,193,150,71,0.81,464.6,Cardio,17.3,2.13,4,2,24.91
33,Female,71.1,1.69,170,102,56,1.14,422.6,Strength,28.6,1.81,3,2,24.89
43,Male,88.7,1.7,194,134,57,1.24,604.2,Strength,22.0,2.04,3,2,30.69
44,Male,87.0,1.84,196,123,65,1.2,551.6,Strength,14.0,2.43,3,2,25.7
54,Female,73.0,1.64,176,145,72,0.93,308.0,Strength,33.2,2.12,3,1,27.14
21,Female,60.1,1.64,181,148,57,1.03,453.0,Cardio,24.5,2.27,3,2,22.35
41,Female,67.6,1.56,179,150,69,0.79,338.6,Strength,31.5,1.82,2,2,27.78
36,Female,57.4,1.61,198,139,65,1.21,509.2,Cardio,33.3,2.65,5,3,22.14
53,Male,90.6,1.88,181,138,65,0.6,199.9,Yoga,20.0,1.83,3,2,25.63
56,Male,59.3,1.79,180,139,74,1.01,392.5,Cardio,23.1,1.4,4,1,18.51
27,Male,88.1,1.89,173,121,65,0.59,125.8,Yoga,26.9,1.89,2,1,24.66
42,Male,63.0,1.77,188,137,73,0.89,260.6,Strength,22.0,2.22,3,2,20.11
35,Female,60.8,1.48,175,106,55,0.96,339.9,Strength,19.5,2.17,4,1,27.76
36,Female,65.2,1.54,194,151,59,0.43,239.6,HIIT,26.7,1.63,3,1,27.49
53,Male,68.6,1.76,178,119,64,1.01,371.8,Strength,27.7,1.52,4,3,22.15
27,Male,86.6,1.64,189,134,64,1.05,533.4,Strength,30.6,1.94,3,2,32.2
50,Female,59.2,1.61,179,131,68,1.1,455.5,Cardio,32.9,1.99,4,2,22.84
22,Male,51.9,1.72,174,126,56,0.74,257.2,Strength,20.9,1.75,3,1,17.54
52,Female,55.5,1.63,196,153,58,0.99,409.7,Cardio,32.8,2.28,4,2,20.89
51,Male,62.1,1.77,182,137,56,1.0,437.8,Cardio,19.4,2.0,2,1,19.82
50,Female,73.7,1.7,178,139,72,1.13,401.9,Strength,40.6,2.59,4,2,25.5
38,Male,59.0,1.76,171,128,67,0.85,391.9,Cardio,26.3,1.94,1,1,19.05
34,Female,61.7,1.68,187,122,73,1.41,645.2,Cardio,31.2,2.71,4,3,21.86
39,Female,72.1,1.69,190,130,59,0.94,507.0,Cardio,27.1,2.13,3,2,25.24
54,Female,69.3,1.68,170,145,74,1.18,610.3,Cardio,34.1,2.29,2,1,24.55
32,Female,60.5,1.59,193,159,56,0.54,216.9,Cardio,32.9,1.62,3,2,23.93
52,Female,61.9,1.59,190,147,65,1.29,233.5,Yoga,24.0,1.87,5,2,24.48
45,Female,58.4,1.61,181,124,72,0.93,377.4,Cardio,24.9,2.04,1,1,22.53
24,Male,55.7,1.78,179,112,60,1.05,375.8,Strength,25.0,2.64,1,2,17.58
49,Female,56.7,1.59,171,122,64,0.77,307.1,Cardio,24.7,1.82,1,1,22.43
28,Female,67.1,1.61,197,159,71,1.22,220.8,Yoga,27.3,2.05,6,3,25.89
27,Male,67.8,1.7,178,139,65,1.47,778.9,Cardio,23.4,2.33,3,3,23.46
26,Female,63.0,1.57,171,143,73,0.74,188.3,Yoga,27.0,2.47,2,1,25.56
31,Female,52.7,1.56,192,145,71,1.1,332.4,Strength,37.2,2.4,5,3,21.66
30,Female,72.5,1.61,193,118,58,0.93,486.0,Cardio,34.2,2.42,2,1,27.97
42,Male,44.6,1.67,199,126,68,1.07,128.0,Yoga,25.7,1.55,4,1,15.99
19,Male,69.3,1.68,191,123,74,0.86,330.3,Strength,19.9,1.77,2,3,24.55
52,Female,81.0,1.66,183,133,58,1.47,832.5,Cardio,31.5,2.15,3,2,29.39
24,Female,72.1,1.55,180,122,68,0.79,532.0,HIIT,27.7,2.31,5,2,30.01
38,Male,77.3,1.83,192,146,58,0.56,196.0,Yoga,25.1,2.03,1,1,23.08
35,Female,45.5,1.56,180,137,60,0.5,149.3,Strength,22.2,2.12,4,1,18.7
20,Female,85.2,1.7,186,126,63,1.25,549.2,Strength,29.4,1.69,4,3,29.48
59,Male,75.4,1.78,173,115,66,0.49,350.7,HIIT,29.9,2.13,3,1,23.8
56,Female,61.3,1.62,182,114,62,0.52,294.7,HIIT,33.4,2.01,4,1,23.36
58,Male,71.4,1.87,176,136,58,0.86,202.1,Yoga,25.0,1.74,4,2,20.42
28,Male,58.9,1.76,185,129,59,1.03,513.2,HIIT,24.2,2.06,3,2,19.01
56,Male,77.7,1.72,170,116,60,1.05,594.5,Cardio,23.9,1.86,4,2,26.26
41,Female,71.8,1.64,182,145,59,1.0,250.7,Yoga,27.8,2.07,2,1,26.7
36,Male,76.8,1.76,170,132,73,0.99,511.1,Cardio,24.8,2.23,3,1,24.79
21,Male,56.3,1.64,180,131,62,0.95,371.7,Cardio,11.4,2.49,1,1,20.93
43,Male,60.5,1.75,175,137,63,1.2,393.0,Strength,32.6,1.94,5,3,19.76
55,Male,55.3,1.74,189,151,69,0.38,157.0,Strength,22.3,1.59,4,1,18.27
59,Female,54.3,1.58,172,131,58,0.63,295.1,Cardio,33.8,1.55,3,2,21.75
49,Male,66.2,1.82,181,128,63,1.2,638.4,HIIT,24.1,2.45,5,2,19.99
56,Male,49.6,1.7,174,121,61,1.42,432.3,Strength,20.2,1.88,7,3,17.16
53,Female,69.0,1.61,178,140,62,1.13,481.6,Strength,30.2,2.23,4,3,26.62
57,Male,56.7,1.74,195,142,69,0.46,279.3,HIIT,15.6,1.41,3,1,18.73
54,Male,86.5,1.76,195,152,73,0.54,239.1,Strength,24.7,1.84,3,1,27.92
50,Male,81.0,1.78,181,149,69,1.03,598.7,Cardio,24.4,2.46,4,2,25.56
53,Male,69.4,1.66,199,160,59,0.79,336.7,Cardio,23.4,1.82,3,1,25.19
20,Male,95.0,1.76,199,136,73,1.21,261.1,Yoga,19.3,2.29,3,2,30.67
26,Male,68.8,1.91,197,124,61,0.91,441.7,Cardio,22.5,1.78,3,2,18.86
25,Male,74.0,1.64,196,127,60,1.2,497.8,Strength,17.5,2.19,3,3,27.51
50,Female,62.1,1.65,179,143,73,0.98,346.1,Strength,26.8,1.62,2,1,22.81
23,Male,114.8,1.83,188,133,71,0.82,557.3,Strength,18.3,2.2,5,3,34.28
58,Female,67.3,1.73,174,115,64,0.81,519.6,Cardio,17.6,1.86,2,1,22.49
56,Female,59.4,1.65,195,126,73,0.93,291.9,Strength,25.0,2.0,4,2,21.82
21,Male,64.2,1.58,174,121,65,0.89,276.1,Strength,11.8,2.05,2,1,25.72
30,Female,57.8,1.58,178,118,69,1.1,212.6,Yoga,26.8,1.57,3,2,23.15
19,Male,60.6,1.7,196,124,64,0.61,278.2,Cardio,23.8,1.66,1,1,20.97
22,Female,54.8,1.65,197,149,65,1.15,328.1,Strength,39.0,2.23,6,3,20.13
44,Male,91.4,1.75,195,113,57,0.79,438.7,Strength,16.4,1.93,5,3,29.84
49,Male,70.6,1.91,196,118,57,1.4,518.2,Strength,13.3,2.99,7,3,19.35
38,Male,79.8,1.79,189,153,72,0.8,569.4,HIIT,24.3,2.36,4,1,24.91
25,Female,68.7,1.56,186,149,65,1.53,763.0,Cardio,29.9,2.46,6,3,28.23
55,Male,76.4,1.64,179,128,74,0.92,474.2,Cardio,18.7,1.75,2,2,28.41
25,Female,56.7,1.62,190,123,72,0.93,406.2,HIIT,33.5,1.91,1,1,21.6
20,Male,75.9,1.81,170,134,69,0.54,237.1,Strength,25.2,2.02,3,1,23.17
20,Female,60.2,1.64,191,129,61,0.25,138.6,Strength,28.2,1.67,1,1,22.38
39,Male,52.2,1.71,197,119,64,0.73,316.1,Cardio,21.8,2.32,2,1,17.85
23,Female,73.8,1.68,185,125,74,0.89,519.7,Cardio,16.7,2.05,6,2,26.15
19,Male,77.4,1.79,195,123,64,1.04,554.5,Cardio,21.2,2.16,6,3,24.16
40,Male,96.4,1.8,195,145,67,0.93,661.7,Cardio,20.3,2.55,2,1,29.75
19,Male,70.9,1.85,184,151,69,1.24,432.9,Strength,24.3,1.92,1,2,20.72
55,Male,80.0,1.68,192,153,72,1.27,311.6,Yoga,12.4,2.78,3,3,28.34
34,Female,73.3,1.6,186,134,58,0.71,434.7,Cardio,27.0,2.16,2,1,28.63
52,Male,73.2,1.74,195,140,74,1.26,570.7,Strength,18.2,3.23,4,3,24.18
51,Female,39.4,1.57,189,144,71,0.87,331.0,Cardio,27.8,1.81,2,2,15.98
40,Male,69.5,1.78,194,133,57,1.11,469.4,Strength,22.6,2.65,5,2,21.94
47,Male,98.7,1.78,182,117,56,0.44,335.4,Cardio,17.3,1.8,2,1,31.15
25,Male,80.7,1.79,170,129,58,0.79,226.2,Yoga,10.3,1.92,4,2,25.19
39,Male,75.6,1.68,194,153,55,0.59,428.7,HIIT,14.8,1.95,3,1,26.79
53,Female,64.4,1.65,177,126,69,1.11,182.2,Yoga,14.2,2.2,4,2,23.65
22,Male,79.1,1.85,174,138,55,0.69,103.1,Yoga,16.7,1.68,2,1,23.11
30,Male,49.5,1.73,175,123,60,1.52,454.5,Strength,21.9,2.37,4,3,16.54
46,Female,56.4,1.44,192,132,61,0.91,369.7,Strength,27.6,2.14,2,1,27.2
48,Female,80.9,1.69,189,121,73,0.59,384.7,Cardio,25.5,1.73,2,1,28.33
33,Male,64.0,1.78,199,152,66,1.13,327.4,Strength,20.4,2.34,6,2,20.2
